Uid,Sid,Key,Time,Category,Value,UpdateTime
6503113837,xiaomisports_app,indoor_fitness,1678903587,indoor_fitness,"{""time"":1678903587,""timezone"":-12,""version"":1,""start_time"":1678903587,""end_time"":1678905022,""proto_type"":8,""sport_type"":399,""duration"":1435,""calories"":183,""avg_hrm"":114,""max_hrm"":152,""min_hrm"":94,""train_effect"":9}",1700589442
6503113837,xiaomisports_app,indoor_running,1678905078,running,"{""time"":1678905078,""timezone"":-12,""version"":1,""start_time"":1678905078,""end_time"":1678906898,""proto_type"":3,""sport_type"":3,""duration"":1820,""distance"":620,""calories"":301,""max_pace"":0,""min_pace"":325,""avg_pace"":2905,""steps"":587,""max_cadence"":0,""avg_cadence"":19,""avg_hrm"":133,""max_hrm"":168,""min_hrm"":92,""train_effect"":26}",1700589441
6503113837,xiaomisports_app,indoor_fitness,1678976409,indoor_fitness,"{""time"":1678976409,""timezone"":-12,""version"":1,""start_time"":1678976409,""end_time"":1678976605,""proto_type"":8,""sport_type"":399,""duration"":195,""calories"":7,""avg_hrm"":49,""max_hrm"":69,""min_hrm"":44}",1700589440
6503113837,xiaomisports_app,indoor_fitness,1678976641,indoor_fitness,"{""time"":1678976641,""timezone"":-12,""version"":1,""start_time"":1678976641,""end_time"":1678980570,""proto_type"":8,""sport_type"":399,""duration"":3929,""calories"":497,""avg_hrm"":114,""max_hrm"":147,""min_hrm"":75,""train_effect"":13}",1700589440
6503113837,xiaomisports_app,indoor_running,1678980584,running,"{""time"":1678980584,""timezone"":-12,""version"":1,""start_time"":1678980584,""end_time"":1678981104,""proto_type"":3,""sport_type"":3,""duration"":520,""distance"":160,""calories"":57,""max_pace"":0,""min_pace"":349,""avg_pace"":3199,""steps"":158,""max_cadence"":0,""avg_cadence"":18,""avg_hrm"":105,""max_hrm"":115,""min_hrm"":82,""train_effect"":2}",1700589440
6503113837,xiaomisports_app,indoor_running,1678981150,running,"{""time"":1678981150,""timezone"":-12,""version"":1,""start_time"":1678981150,""end_time"":1678982389,""proto_type"":3,""sport_type"":3,""duration"":1239,""distance"":1990,""calories"":235,""max_pace"":0,""min_pace"":317,""avg_pace"":1703,""steps"":561,""max_cadence"":0,""avg_cadence"":27,""avg_hrm"":146,""max_hrm"":178,""min_hrm"":118,""train_effect"":24}",1700589439
6503113837,xiaomisports_app,indoor_fitness,1679079697,indoor_fitness,"{""time"":1679079697,""timezone"":-12,""version"":1,""start_time"":1679079697,""end_time"":1679079788,""proto_type"":8,""sport_type"":399,""duration"":91,""calories"":7,""avg_hrm"":98,""max_hrm"":109,""min_hrm"":88}",1700589439
6503113837,xiaomisports_app,indoor_fitness,1679079824,indoor_fitness,"{""time"":1679079824,""timezone"":-12,""version"":1,""start_time"":1679079824,""end_time"":1679082285,""proto_type"":8,""sport_type"":399,""duration"":2460,""calories"":279,""avg_hrm"":107,""max_hrm"":133,""min_hrm"":79,""train_effect"":6}",1700589438
6503113837,xiaomisports_app,indoor_running,1679082333,running,"{""time"":1679082333,""timezone"":-12,""version"":1,""start_time"":1679082333,""end_time"":1679084142,""proto_type"":3,""sport_type"":3,""duration"":1809,""distance"":1080,""calories"":279,""max_pace"":0,""min_pace"":255,""avg_pace"":1661,""steps"":874,""max_cadence"":0,""avg_cadence"":29,""avg_hrm"":128,""max_hrm"":163,""min_hrm"":88,""train_effect"":22}",1700589438
6503113837,xiaomisports_app,indoor_fitness,1679328677,indoor_fitness,"{""time"":1679328677,""timezone"":-12,""version"":1,""start_time"":1679328677,""end_time"":1679332206,""proto_type"":8,""sport_type"":399,""duration"":3528,""calories"":388,""avg_hrm"":105,""max_hrm"":162,""min_hrm"":67,""train_effect"":8}",1700589437
